division,line,station_name,station_latitude,station_longitude,entrance_type,vending,staffing,ada,free_crossover,station_location,geometry,facility_name,location_type,restroom_type,restroom_latitude,restroom_longitude,restroom_open,restroom_accessibility,restroom_changing_stations,restroom_status
IND,Fulton,Kingston-Throop,40.679921,-73.940858,Stair,YES,FULL,FALSE,FALSE,"(40.679921, -73.940858)","c(-73.940858, 40.679921)",St. Andrew's Playground,Park,Multi-Stall W/M Restrooms,40.678808,-73.942012,Year Round,Fully Accessible,0,1
IND,Fulton,Lafayette Av,40.686113,-73.973946,Stair,YES,FULL,FALSE,FALSE,"(40.686113, -73.973946)","c(-73.973946, 40.686113)",Atlantic Ave Terminal LIRR Restroom,Transit,,40.684909,-73.977681,Year Round,,0,1
IND,Fulton,Liberty Av,40.674542,-73.896548,Stair,YES,FULL,FALSE,TRUE,"(40.674542, -73.896548)","c(-73.896548, 40.674542)",Martin Luther King Jr. Playground,Park,Multi-Stall W/M Restrooms,40.667421,-73.890205,Year Round,Fully Accessible,0,1
IND,Fulton,Ralph Av,40.678822,-73.920786,Stair,YES,FULL,FALSE,TRUE,"(40.678822, -73.920786)","c(-73.920786, 40.678822)",Carver Playground,Park,Multi-Stall W/M Restrooms,40.680447,-73.920513,Seasonal,Partially Accessible,0,1
IND,Fulton,Rockaway Av,40.67834,-73.911946,Stair,YES,FULL,FALSE,TRUE,"(40.67834, -73.911946)","c(-73.911946, 40.67834)",Marion Hopkinson Playground,Park,Multi-Stall W/M Restrooms,40.681851,-73.913359,Year Round,Fully Accessible,0,1
IND,Fulton,Shepherd Av,40.67413,-73.88075,Stair,YES,FULL,FALSE,TRUE,"(40.67413, -73.88075)","c(-73.88075, 40.67413)",Sperandeo Brothers Playground,Park,Multi-Stall W/M Restrooms,40.677632,-73.88425,Year Round,Fully Accessible,0,1
IRT,Jerome,138th St,40.813224,-73.929849,Stair,YES,FULL,FALSE,TRUE,"(40.813224, -73.929849)","c(-73.929849, 40.813224)",Evelina Antonetty Playground,Park,,40.817275,-73.928439,Year Round,,0,1
IRT,Jerome,149th St-Grand Concourse,40.818375,-73.927351,Stair,YES,FULL,FALSE,TRUE,"(40.818375, -73.927351)","c(-73.927351, 40.818375)",Evelina Antonetty Playground,Park,,40.817275,-73.928439,Year Round,,0,1
IRT,Jerome,176th St,40.84848,-73.911794,Stair,YES,FULL,FALSE,TRUE,"(40.84848, -73.911794)","c(-73.911794, 40.84848)","Sedgwick Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.849453,-73.917496,Year Round,Fully Accessible,0,1
IRT,Jerome,183rd St,40.858407,-73.903879,Stair,YES,FULL,FALSE,TRUE,"(40.858407, -73.903879)","c(-73.903879, 40.858407)",Aqueduct Walk Zone 2,Park,Multi-Stall W/M Restrooms,40.858411,-73.907994,Year Round,Fully Accessible,0,1
IRT,Jerome,Bedford Park Blvd-Lehman College,40.873412,-73.890064,Stair,YES,FULL,FALSE,TRUE,"(40.873412, -73.890064)","c(-73.890064, 40.873412)",Harris Playground,Park,Multi-Stall W/M Restrooms,40.875284,-73.892699,Year Round,Fully Accessible,0,1
IRT,Jerome,Burnside Av,40.853453,-73.907684,Stair,YES,FULL,FALSE,TRUE,"(40.853453, -73.907684)","c(-73.907684, 40.853453)","Francis Martin Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.85743,-73.909318,Year Round,Fully Accessible,,1
IRT,Jerome,Mosholu Parkway,40.87975,-73.884655,Stair,YES,FULL,FALSE,TRUE,"(40.87975, -73.884655)","c(-73.884655, 40.87975)",Sachkerah Woods Playground,Park,Multi-Stall W/M Restrooms,40.883684,-73.881574,Year Round,Fully Accessible,0,1
IRT,Jerome,Mt Eden Av,40.844434,-73.914685,Stair,YES,FULL,FALSE,TRUE,"(40.844434, -73.914685)","c(-73.914685, 40.844434)","Grand Concourse Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.84401,-73.910089,Year Round,Fully Accessible,,1
IRT,Jerome,Woodlawn,40.886037,-73.878751,Stair,YES,FULL,FALSE,TRUE,"(40.886037, -73.878751)","c(-73.878751, 40.886037)",Sachkerah Woods Playground,Park,Multi-Stall W/M Restrooms,40.883684,-73.881574,Year Round,Fully Accessible,0,1
IRT,Lenox,110th St-Central Park North,40.799075,-73.951822,Stair,YES,FULL,FALSE,TRUE,"(40.799075, -73.951822)","c(-73.951822, 40.799075)","Martin Luther King, Jr. Playground",Park,Both Single-Stall All Gender and Multi-Stall W/M,40.800334,-73.950318,Year Round,Fully Accessible,0,1
IRT,Lenox,Harlem-148th St,40.82388,-73.93647,Door,YES,FULL,FALSE,TRUE,"(40.82388, -73.93647)","c(-73.93647, 40.82388)",Frederick Johnson Playground,Park,Multi-Stall W/M Restrooms,40.824672,-73.934799,,Fully Accessible,0,1
IRT,Lexington,110th St,40.79502,-73.94425,Stair,YES,FULL,FALSE,FALSE,"(40.79502, -73.94425)","c(-73.94425, 40.79502)","Aguilar Library, NYPL",Library,,40.794223,-73.94346,Future,,0,0
IRT,Lexington,14th St-Union Square,40.734673,-73.989951,Easement,YES,FULL,FALSE,TRUE,"(40.734673, -73.989951)","c(-73.989951, 40.734673)",Evelyn's Playground,Park,Single-Stall All Gender Restroom(s),40.736309,-73.989588,Year Round,Fully Accessible,0,1
IRT,Lexington,33rd St,40.746081,-73.982076,Stair,YES,FULL,FALSE,FALSE,"(40.746081, -73.982076)","c(-73.982076, 40.746081)","Kips Bay Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.743818,-73.979903,Year Round,Fully Accessible,1,1
IRT,Lexington,51st St,40.757107,-73.97192,Stair,YES,FULL,TRUE,TRUE,"(40.757107, -73.97192)","c(-73.97192, 40.757107)","Terence Cardinal Cooke-Cathedral Library, NYPL",Library,,40.756811,-73.972542,,,0,0
IRT,Lexington,68th St-Hunter College,40.768141,-73.96387,Door,YES,FULL,FALSE,TRUE,"(40.768141, -73.96387)","c(-73.96387, 40.768141)","67th Street Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.764923,-73.959551,Year Round,Fully Accessible,0,1
IRT,Lexington,Astor Place,40.730054,-73.99107,Stair,YES,FULL,FALSE,FALSE,"(40.730054, -73.99107)","c(-73.99107, 40.730054)","Ottendorfer Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.728915,-73.987744,Year Round,Not Accessible,1,1
IRT,Lexington,Bleecker St,40.725915,-73.994659,Stair,YES,FULL,FALSE,FALSE,"(40.725915, -73.994659)","c(-73.994659, 40.725915)","Mulberry Street Library, NYPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.724148,-73.995686,Future,Fully Accessible,,0
IRT,Lexington,Bowling Green,40.704817,-74.014065,Elevator,YES,FULL,TRUE,TRUE,"(40.704817, -74.014065)","c(-74.014065, 40.704817)",Battery Park Zone 1,Park,,40.704414,-74.015876,Year Round,,0,1
IRT,Lexington,Brooklyn Bridge-City Hall,40.712868,-74.004806,Stair,YES,FULL,TRUE,TRUE,"(40.712868, -74.004806)","c(-74.004806, 40.712868)","New Amsterdam Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.713585,-74.007871,Year Round,Fully Accessible,1,1
IND,Liberty,104th St-Oxford Av,40.681711,-73.837683,Stair,YES,FULL,FALSE,TRUE,"(40.681711, -73.837683)","c(-73.837683, 40.681711)",Police Officer Nicholas Demutiis Park,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.681843,-73.839676,Year Round,Fully Accessible,0,1
IND,Liberty,111th St-Greenwood Av,40.684331,-73.832163,Stair,YES,FULL,FALSE,TRUE,"(40.684331, -73.832163)","c(-73.832163, 40.684331)","Lefferts Library, QPL",Library,Single-Stall All Gender Restroom(s),40.686916,-73.824831,Year Round,,1,1
IND,Liberty,80th St-Hudson St,40.679371,-73.858992,Stair,YES,FULL,FALSE,TRUE,"(40.679371, -73.858992)","c(-73.858992, 40.679371)",Ampere Playground,Park,Multi-Stall W/M Restrooms,40.681435,-73.85678,Year Round,Fully Accessible,0,1
IND,Liberty,88th St-Boyd Av,40.679843,-73.85147,Stair,YES,FULL,FALSE,TRUE,"(40.679843, -73.85147)","c(-73.85147, 40.679843)","Ozone Park Library, QPL",Library,Single-Stall All Gender Restroom(s),40.680875,-73.84649,Year Round,,1,1
IND,Liberty,Grant Av,40.677044,-73.86505,Door,YES,FULL,FALSE,TRUE,"(40.677044, -73.86505)","c(-73.86505, 40.677044)",Robert E. Venable Park,Park,Multi-Stall W/M Restrooms,40.674409,-73.865074,Year Round,Fully Accessible,0,1
IND,Liberty,Lefferts Blvd,40.685951,-73.825798,Stair,YES,FULL,FALSE,TRUE,"(40.685951, -73.825798)","c(-73.825798, 40.685951)","Lefferts Library, QPL",Library,Single-Stall All Gender Restroom(s),40.686916,-73.824831,Year Round,,1,1
IND,Liberty,Rockaway Blvd,40.680429,-73.843853,Stair,YES,FULL,FALSE,TRUE,"(40.680429, -73.843853)","c(-73.843853, 40.680429)","Ozone Park Library, QPL",Library,Single-Stall All Gender Restroom(s),40.680875,-73.84649,Year Round,,1,1
BMT,Myrtle,Central Av,40.697857,-73.927397,Stair,YES,FULL,FALSE,TRUE,"(40.697857, -73.927397)","c(-73.927397, 40.697857)",Fermi Playground,Park,Multi-Stall W/M Restrooms,40.700313,-73.928534,Year Round,Not Accessible,0,1
BMT,Myrtle,Forest Av,40.704423,-73.903077,Stair,YES,FULL,FALSE,TRUE,"(40.704423, -73.903077)","c(-73.903077, 40.704423)","Ridgewood Library, QPL",Library,Single-Stall All Gender Restroom(s),40.705235,-73.90259,Year Round,,1,1
BMT,Myrtle,Fresh Pond Rd,40.706186,-73.895877,Stair,YES,FULL,FALSE,TRUE,"(40.706186, -73.895877)","c(-73.895877, 40.706186)",Mafera Park,Park,Multi-Stall W/M Restrooms,40.706043,-73.891339,Year Round,Not Accessible,0,1
BMT,Myrtle,Knickerbocker Av,40.698664,-73.919711,Stair,YES,FULL,FALSE,TRUE,"(40.698664, -73.919711)","c(-73.919711, 40.698664)",Heckscher Playground,Park,Multi-Stall W/M Restrooms,40.695101,-73.91863,Year Round,Fully Accessible,0,1
BMT,Myrtle,Seneca Av,40.702762,-73.90774,Stair,YES,FULL,FALSE,TRUE,"(40.702762, -73.90774)","c(-73.90774, 40.702762)",Rosemary's Playground,Park,Multi-Stall W/M Restrooms,40.704624,-73.904435,Year Round,Not Accessible,0,1
BMT,Nassau,Bowery,40.72028,-73.993915,Stair,YES,FULL,FALSE,TRUE,"(40.72028, -73.993915)","c(-73.993915, 40.72028)",Sara D. Roosevelt Park,Park,Multi-Stall W/M Restrooms,40.718813,-73.993045,Year Round,Fully Accessible,0,1
BMT,Nassau,Broad St,40.706476,-74.011056,Stair,YES,NONE,FALSE,TRUE,"(40.706476, -74.011056)","c(-74.011056, 40.706476)",60 Wall Street POPS,Privately Owned Public Space,,40.706249,-74.008506,Year Round,,0,0
BMT,Nassau,Essex St,40.718315,-73.987437,Stair,YES,FULL,FALSE,TRUE,"(40.718315, -73.987437)","c(-73.987437, 40.718315)",Allen Street Malls,Park,,40.719552,-73.990206,,,0,0
IRT,New Lots,Junius St,40.663515,-73.902447,Stair,YES,FULL,FALSE,TRUE,"(40.663515, -73.902447)","c(-73.902447, 40.663515)","Stone Avenue Library, BPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.664508,-73.905251,Year Round,Fully Accessible,1,1
IRT,New Lots,Pennsylvania Av,40.664635,-73.894895,Stair,YES,FULL,FALSE,TRUE,"(40.664635, -73.894895)","c(-73.894895, 40.664635)",Martin Luther King Jr. Playground,Park,Multi-Stall W/M Restrooms,40.667421,-73.890205,Year Round,Fully Accessible,0,1
IRT,New Lots,Saratoga Av,40.661453,-73.916327,Stair,YES,FULL,FALSE,TRUE,"(40.661453, -73.916327)","c(-73.916327, 40.661453)",Betsy Head Park,Park,Multi-Stall W/M Restrooms,40.661939,-73.914409,Year Round,Fully Accessible,0,1
IRT,Nostrand,Flatbush Av-Brooklyn College,40.632836,-73.947642,Elevator,YES,FULL,TRUE,TRUE,"(40.632836, -73.947642)","c(-73.947642, 40.632836)","Clarendon Library, BPL",Library,,40.635748,-73.947636,Year Round,,0,0
IRT,Nostrand,President St,40.667883,-73.950683,Stair,YES,FULL,FALSE,TRUE,"(40.667883, -73.950683)","c(-73.950683, 40.667883)",Marc And Jason's Playground,Park,Multi-Stall W/M Restrooms,40.66349,-73.949905,Year Round,Not Accessible,0,1
IRT,Nostrand,Sterling St,40.662742,-73.95085,Stair,YES,FULL,FALSE,TRUE,"(40.662742, -73.95085)","c(-73.95085, 40.662742)",Marc And Jason's Playground,Park,Multi-Stall W/M Restrooms,40.66349,-73.949905,Year Round,Not Accessible,0,1
IRT,Nostrand,Winthrop St,40.656652,-73.9502,Stair,YES,FULL,FALSE,FALSE,"(40.656652, -73.9502)","c(-73.9502, 40.656652)",Rolph Henry Playground,Park,Multi-Stall W/M Restrooms,40.655685,-73.947495,Year Round,Not Accessible,0,1
IRT,Pelham,138th St-3rd Ave,40.810476,-73.926138,Stair,YES,FULL,FALSE,TRUE,"(40.810476, -73.926138)","c(-73.926138, 40.810476)","Mott Haven Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.811598,-73.924383,Year Round,Fully Accessible,1,1
IRT,Pelham,Brook Av,40.807566,-73.91924,Stair,YES,FULL,FALSE,FALSE,"(40.807566, -73.91924)","c(-73.91924, 40.807566)",Saw Mill Playground,Park,Multi-Stall W/M Restrooms,40.808919,-73.919313,Year Round,Fully Accessible,0,1
IRT,Pelham,Buhre Av,40.84681,-73.832569,Stair,YES,FULL,FALSE,FALSE,"(40.84681, -73.832569)","c(-73.832569, 40.84681)","Pelham Bay Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.844326,-73.827902,Year Round,Fully Accessible,1,1
IRT,Pelham,Castle Hill Av,40.834255,-73.851222,Stair,YES,FULL,FALSE,TRUE,"(40.834255, -73.851222)","c(-73.851222, 40.834255)",Caserta Playground,Park,Multi-Stall W/M Restrooms,40.837492,-73.853834,Year Round,Fully Accessible,0,1
IRT,Pelham,Cypress Av,40.805368,-73.914042,Stair,YES,FULL,FALSE,FALSE,"(40.805368, -73.914042)","c(-73.914042, 40.805368)",Millbrook Playground,Park,Multi-Stall W/M Restrooms,40.804343,-73.916974,Year Round,Fully Accessible,0,1
IRT,Pelham,East 143rd St-St Mary's St,40.808719,-73.907657,Stair,YES,FULL,FALSE,FALSE,"(40.808719, -73.907657)","c(-73.907657, 40.808719)",St Mary's Playground East,Park,Multi-Stall W/M Restrooms,40.809905,-73.910486,Year Round,Fully Accessible,0,1
IRT,Pelham,East 149th St,40.812118,-73.904098,Stair,YES,FULL,FALSE,FALSE,"(40.812118, -73.904098)","c(-73.904098, 40.812118)",Playground 52 LII,Park,Multi-Stall W/M Restrooms,40.815446,-73.901445,Year Round,Fully Accessible,0,1
IRT,Pelham,Elder Av,40.828584,-73.879159,Stair,YES,FULL,FALSE,TRUE,"(40.828584, -73.879159)","c(-73.879159, 40.828584)","Clason's Point Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.830001,-73.875022,Year Round,Fully Accessible,1,1
IRT,Pelham,Hunts Point Av,40.820948,-73.890549,Stair,YES,FULL,FALSE,TRUE,"(40.820948, -73.890549)","c(-73.890549, 40.820948)",Monsignor Raul Del Valle Square,Park,,40.8207,-73.890601,,,0,0
IRT,Pelham,Longwood Av,40.816104,-73.896435,Stair,YES,FULL,FALSE,FALSE,"(40.816104, -73.896435)","c(-73.896435, 40.816104)",Fox Park,Park,Multi-Stall W/M Restrooms,40.815141,-73.898529,Year Round,Fully Accessible,0,1
IRT,Pelham,Middletown Rd,40.843863,-73.836322,Stair,YES,FULL,FALSE,TRUE,"(40.843863, -73.836322)","c(-73.836322, 40.843863)","Pelham Bay Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.844326,-73.827902,Year Round,Fully Accessible,1,1
IRT,Pelham,Morrison Av-Soundview Av,40.829521,-73.874516,Stair,YES,FULL,FALSE,TRUE,"(40.829521, -73.874516)","c(-73.874516, 40.829521)","Clason's Point Library, NYPL",Library,Single-Stall All Gender Restroom(s),40.830001,-73.875022,Year Round,Fully Accessible,1,1
IRT,Pelham,Parkchester-East 177th St,40.833226,-73.860816,Stair,YES,FULL,FALSE,TRUE,"(40.833226, -73.860816)","c(-73.860816, 40.833226)",Virginia Playground,Park,Multi-Stall W/M Restrooms,40.834325,-73.862182,Year Round,Fully Accessible,0,1
IRT,Pelham,Pelham Bay Park,40.852462,-73.828121,Door,YES,FULL,TRUE,TRUE,"(40.852462, -73.828121)","c(-73.828121, 40.852462)",Pelham South Park Headquarters,Park,,40.851719,-73.824705,Year Round,,0,1
IRT,Pelham,St Lawrence Av,40.831509,-73.867618,Stair,YES,FULL,FALSE,TRUE,"(40.831509, -73.867618)","c(-73.867618, 40.831509)",Watson Gleason Playground,Park,Multi-Stall W/M Restrooms,40.829028,-73.869112,Year Round,Fully Accessible,0,1
IRT,Pelham,Westchester Square-East Tremont Av,40.839892,-73.842952,Stair,YES,FULL,FALSE,TRUE,"(40.839892, -73.842952)","c(-73.842952, 40.839892)",The Pearly Gates Playground,Park,Multi-Stall W/M Restrooms,40.838776,-73.845741,Year Round,Fully Accessible,0,1
IRT,Pelham,Whitlock Av,40.826525,-73.886283,Stair,YES,FULL,FALSE,TRUE,"(40.826525, -73.886283)","c(-73.886283, 40.826525)",Lyons Square Playground,Park,Multi-Stall W/M Restrooms,40.822626,-73.888339,Year Round,Fully Accessible,0,1
IRT,Pelham,Zerega Av,40.836488,-73.847036,Stair,YES,FULL,FALSE,TRUE,"(40.836488, -73.847036)","c(-73.847036, 40.836488)",The Pearly Gates Playground,Park,Multi-Stall W/M Restrooms,40.838776,-73.845741,Year Round,Fully Accessible,0,1
IND,Queens Boulevard,169th St,40.71047,-73.793604,Stair,YES,FULL,FALSE,TRUE,"(40.71047, -73.793604)","c(-73.793604, 40.71047)","Queens Central Library, QPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.707881,-73.794679,Year Round,,1,1
IND,Queens Boulevard,23rd St-Ely Av,40.747846,-73.946,Easement,YES,FULL,FALSE,TRUE,"(40.747846, -73.946)","c(-73.946, 40.747846)",Murray Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.747259,-73.948932,Year Round,Fully Accessible,0,1
IND,Queens Boulevard,46th St,40.756312,-73.913333,Stair,YES,FULL,FALSE,FALSE,"(40.756312, -73.913333)","c(-73.913333, 40.756312)","Broadway Library, QPL",Library,,40.758538,-73.918625,Year Round,,0,0
IND,Queens Boulevard,5th Av-53rd St,40.760167,-73.975224,Easement,YES,FULL,FALSE,TRUE,"(40.760167, -73.975224)","c(-73.975224, 40.760167)",645 Fifth Avenue POPS,Privately Owned Public Space,Multi-Stall W/M Restrooms,40.759207,-73.976087,Year Round,Fully Accessible,0,1
IND,Queens Boulevard,63rd Drive-Rego Park,40.729846,-73.861604,Stair,YES,FULL,FALSE,TRUE,"(40.729846, -73.861604)","c(-73.861604, 40.729846)","Rego Park Library, QPL",Library,Single-Stall All Gender Restroom(s),40.727325,-73.864504,Year Round,,1,1
IND,Queens Boulevard,65th St,40.749669,-73.898453,Stair,YES,FULL,FALSE,TRUE,"(40.749669, -73.898453)","c(-73.898453, 40.749669)",General Hart Playground,Park,Multi-Stall W/M Restrooms,40.748786,-73.897234,Seasonal,Fully Accessible,0,1
IND,Queens Boulevard,67th Av,40.726523,-73.852719,Stair,YES,FULL,FALSE,TRUE,"(40.726523, -73.852719)","c(-73.852719, 40.726523)",Russell Sage Playground,Park,Multi-Stall W/M Restrooms,40.72396,-73.851646,Year Round,Not Accessible,0,1
IND,Queens Boulevard,75th Av,40.718331,-73.837324,Stair,YES,FULL,FALSE,FALSE,"(40.718331, -73.837324)","c(-73.837324, 40.718331)",Ehrenreich-Austin Playground,Park,Multi-Stall W/M Restrooms,40.715791,-73.837044,Year Round,Not Accessible,0,1
IND,Queens Boulevard,Briarwood-Van Wyck Blvd,40.709179,-73.820574,Stair,YES,FULL,FALSE,FALSE,"(40.709179, -73.820574)","c(-73.820574, 40.709179)","Briarwood Library, QPL",Library,Single-Stall All Gender Restroom(s),40.710043,-73.819454,Year Round,,1,1
IND,Queens Boulevard,Elmhurst Av,40.742454,-73.882017,Stair,NO,FULL,FALSE,FALSE,"(40.742454, -73.882017)","c(-73.882017, 40.742454)",Moore Homestead Playground,Park,Multi-Stall W/M Restrooms,40.742342,-73.882357,Year Round,Not Accessible,0,1
IND,Queens Boulevard,Forest Hills-71st Av,40.721691,-73.844521,Stair,YES,FULL,FALSE,TRUE,"(40.721691, -73.844521)","c(-73.844521, 40.721691)","Forest Hills Library, QPL",Library,Single-Stall All Gender Restroom(s),40.722155,-73.843016,Year Round,,1,1
IND,Queens Boulevard,Grand Av-Newtown,40.737015,-73.877223,Stair,YES,FULL,FALSE,TRUE,"(40.737015, -73.877223)","c(-73.877223, 40.737015)","Elmhurst Library, QPL",Library,Both Single-Stall All Gender and Multi-Stall W/M,40.738563,-73.876823,Year Round,,,1
IND,Queens Boulevard,Jackson Heights-Roosevelt Ave,40.746644,-73.891338,Door,YES,FULL,TRUE,TRUE,"(40.746644, -73.891338)","c(-73.891338, 40.746644)",Frank D. O'Connor Playground,Park,Multi-Stall W/M Restrooms,40.744392,-73.886861,Year Round,Not Accessible,0,1
IND,Queens Boulevard,Jamaica-179th St,40.712646,-73.783817,Elevator,YES,FULL,TRUE,TRUE,"(40.712646, -73.783817)","c(-73.783817, 40.712646)",Detective Keith L Williams Park,Park,Multi-Stall W/M Restrooms,40.70398,-73.785145,Year Round,Not Accessible,0,1
IND,Queens Boulevard,Kew Gardens-Union Turnpike,40.714441,-73.831008,Elevator,YES,FULL,TRUE,TRUE,"(40.714441, -73.831008)","c(-73.831008, 40.714441)",Ehrenreich-Austin Playground,Park,Multi-Stall W/M Restrooms,40.715791,-73.837044,Year Round,Not Accessible,0,1
IND,Queens Boulevard,Lexington Av-53rd St,40.757552,-73.969055,Easement,YES,FULL,TRUE,TRUE,"(40.757552, -73.969055)","c(-73.969055, 40.757552)",875 Third Avenue POPS,Privately Owned Public Space,Multi-Stall W/M Restrooms,40.757226,-73.969197,Year Round,Fully Accessible,,1
IND,Queens Boulevard,Northern Blvd,40.752885,-73.906006,Stair,YES,FULL,FALSE,FALSE,"(40.752885, -73.906006)","c(-73.906006, 40.752885)",Lawrence Virgilio Playground,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.747494,-73.9106,Seasonal,Fully Accessible,0,1
IND,Queens Boulevard,Parsons Blvd,40.707564,-73.803326,Stair,YES,FULL,FALSE,TRUE,"(40.707564, -73.803326)","c(-73.803326, 40.707564)",Rufus King Park,Park,Multi-Stall W/M Restrooms,40.703339,-73.803382,Year Round,Fully Accessible,0,1
IND,Queens Boulevard,Queens Plaza,40.748973,-73.937243,Stair,YES,FULL,TRUE,TRUE,"(40.748973, -73.937243)","c(-73.937243, 40.748973)","Queensbridge Tech Lab Library, QPL",Library,Single-Stall All Gender Restroom(s),40.754953,-73.944111,Year Round,,0,1
IND,Queens Boulevard,Steinway St,40.756879,-73.92074,Stair,YES,FULL,FALSE,TRUE,"(40.756879, -73.92074)","c(-73.92074, 40.756879)","Broadway Library, QPL",Library,,40.758538,-73.918625,Year Round,,0,0
IND,Queens Boulevard,Sutphin Blvd,40.70546,-73.810708,Stair,YES,FULL,FALSE,TRUE,"(40.70546, -73.810708)","c(-73.810708, 40.70546)",Rufus King Park,Park,Multi-Stall W/M Restrooms,40.703339,-73.803382,Year Round,Fully Accessible,0,1
IND,Rockaway,Aqueduct Racetrack,40.672131,-73.835812,Ramp,NO,NONE,FALSE,FALSE,"(40.672131, -73.835812)","c(-73.835812, 40.672131)",Vito Locascio Field,Park,Both Single-Stall All Gender and Multi-Stall W/M,40.670107,-73.844611,Year Round,Fully Accessible,0,1
IND,Rockaway,Aqueduct-North Conduit Av,40.668234,-73.834058,Door,YES,FULL,FALSE,TRUE,"(40.668234, -73.834058)","c(-73.834058, 40.668234)","Howard Beach Library, QPL",Library,Single-Stall All Gender Restroom(s),40.663819,-73.841804,Year Round,,1,1
IND,Rockaway,Beach 105th St,40.583209,-73.827559,Stair,YES,FULL,FALSE,TRUE,"(40.583209, -73.827559)","c(-73.827559, 40.583209)",Bayside Playground,Park,Multi-Stall W/M Restrooms,40.584982,-73.824979,,Fully Accessible,0,0
IND,Rockaway,Beach 25th St,40.600066,-73.761353,Stair,YES,FULL,FALSE,TRUE,"(40.600066, -73.761353)","c(-73.761353, 40.600066)",Bayswater Playground,Park,Multi-Stall W/M Restrooms,40.598771,-73.767504,Year Round,Fully Accessible,0,1
IND,Rockaway,Beach 36th St,40.595398,-73.768175,Stair,YES,FULL,FALSE,TRUE,"(40.595398, -73.768175)","c(-73.768175, 40.595398)",Bayswater Playground,Park,Multi-Stall W/M Restrooms,40.598771,-73.767504,Year Round,Fully Accessible,0,1
IND,Rockaway,Beach 44th St,40.592943,-73.776013,Stair,YES,FULL,FALSE,TRUE,"(40.592943, -73.776013)","c(-73.776013, 40.592943)",Arverne East Nature Preserve,Park,Multi-Stall W/M Restrooms,40.592368,-73.775151,Year Round,Fully Accessible,0,1
IND,Rockaway,Beach 60th St,40.592374,-73.788522,Stair,YES,FULL,FALSE,TRUE,"(40.592374, -73.788522)","c(-73.788522, 40.592374)","Arverne Library, QPL",Library,Single-Stall All Gender Restroom(s),40.593155,-73.784041,Year Round,,1,1
IND,Rockaway,Beach 67th St,40.590927,-73.796924,Stair,YES,FULL,FALSE,TRUE,"(40.590927, -73.796924)","c(-73.796924, 40.590927)",Rockaway Beach 04c,Park,Multi-Stall W/M Restrooms,40.587522,-73.795711,Seasonal,Partially Accessible,0,1
IND,Rockaway,Beach 90th St,40.588034,-73.813641,Stair,YES,FULL,FALSE,TRUE,"(40.588034, -73.813641)","c(-73.813641, 40.588034)","Peninsula Library, QPL",Library,Single-Stall All Gender Restroom(s),40.585872,-73.816066,Year Round,,1,1
IND,Rockaway,Beach 98th St,40.585307,-73.820558,Stair,YES,FULL,FALSE,TRUE,"(40.585307, -73.820558)","c(-73.820558, 40.585307)",Rockaway Beach 06b,Park,,40.58297,-73.817549,Seasonal,,0,1
IND,Rockaway,Broad Channel,40.608382,-73.815925,Stair,YES,FULL,FALSE,TRUE,"(40.608382, -73.815925)","c(-73.815925, 40.608382)","Broad Channel Library, QPL",Library,Single-Stall All Gender Restroom(s),40.60074,-73.820054,Year Round,,1,1
IND,Rockaway,Far Rockaway-Mott Av,40.603995,-73.755405,Door,YES,FULL,FALSE,TRUE,"(40.603995, -73.755405)","c(-73.755405, 40.603995)","Far Rockaway Library, QPL",Library,Single-Stall All Gender Restroom(s),40.604322,-73.752481,Year Round,,0,0
IND,Rockaway,Howard Beach,40.660476,-73.830301,Elevator,YES,FULL,TRUE,TRUE,"(40.660476, -73.830301)","c(-73.830301, 40.660476)","Howard Beach Library, QPL",Library,Single-Stall All Gender Restroom(s),40.663819,-73.841804,Year Round,,1,1
IND,Rockaway,Rockaway Park-Beach 116th,40.580903,-73.835592,Door,YES,FULL,TRUE,TRUE,"(40.580903, -73.835592)","c(-73.835592, 40.580903)","Seaside Library, QPL",Library,Single-Stall All Gender Restroom(s),40.579413,-73.837748,Year Round,,1,0
BMT,Sea Beach,20th Av,40.61741,-73.985026,Door,YES,FULL,FALSE,TRUE,"(40.61741, -73.985026)","c(-73.985026, 40.61741)",Gravesend Park,Park,Multi-Stall W/M Restrooms,40.623984,-73.984921,Year Round,Fully Accessible,0,1
